fname,xgb,rf,lr,xgb_rf_lr
D1637.csv,0.020971991881419346,0.050080605865697785,,0.03698786582394251
D3623.csv,0.007639884969400705,0.009102513203197946,,0.00812932188011447
D2052.csv,0.05169509446531962,0.06638273424161954,,0.06677620958218482
D3618.csv,0.02118718427190862,0.020255888797270263,,0.01838646814954521
D136.csv,0.22196429205560067,0.22073305695049575,,0.22566021559340602
D41.csv,0.3573374522423931,0.35729560899226825,,0.3581664156688009
D1643.csv,0.11914236926318182,0.1294863473063541,,0.13280727997696262
D2050.csv,0.03322040039315821,0.0339627892391169,,0.019259575407505034
D2065.csv,0.03891136748755393,0.026946519649394082,,0.03834695721293204
D32.csv,0.034944741856449024,0.03308772455659189,,0.03161866297732425
D46.csv,0.036200073885117645,0.0393582369661522,,0.04725001557564951
D162.csv,0.03211248199424336,0.03171929337650409,,0.04452638085008122
D31.csv,0.034944741856449024,0.03308772455659189,,0.032638569639726264
D2061.csv,0.02469378370065596,0.027644470446794373,,0.03098039301118164
D176.csv,0.049539653189627796,0.03725381792746804,,0.04282514906272837
D168.csv,0.0164963968137199,0.013960607183724943,,0.01346087900182522
D3613.csv,0.07033721002447321,0.07911560815906246,,0.09038461637588155
D2079.csv,0.04975317813491268,0.020097050571145088,,0.022694328531883846
D2085.csv,0.23734450190356124,0.23734450190356124,,0.23734450190356124
D2076.csv,0.41026498634655373,0.5700708545223506,,0.4827141864108528
D3640.csv,0.018107713825598757,0.014725137169460542,,0.017591865063267022
D154.csv,0.02778306319332836,0.03357156381304681,,0.033582462281747376
D3596.csv,0.030495822989498746,0.02111710585445986,,0.020640717785146815
D3620.csv,0.03539910332939646,0.6564284178612695,,0.04181605131532267
D30.csv,0.05400964060807416,0.024205614385840825,,0.02525770367815495
D3616.csv,0.026855818918242874,0.025204103142866818,,0.02270684060074783
D1644.csv,0.06907146082356592,0.05364581133532189,,0.038796407622199026
D1654.csv,0.040051899072430154,0.04837426968822414,,0.05624160832396388
D1645.csv,0.06998098533275005,0.06969178407196962,,0.06603360087944174
D174.csv,0.01236651535032685,0.01053216003602477,,0.008664982543851034
D5.csv,0.029901206223475273,0.033790153901782506,,0.052496058664842846
D3644.csv,0.016398017857135516,0.03861031551315508,,0.027692399052259557
D156.csv,0.11899776377651397,0.06426019260141506,,0.05654987869232338
D132.csv,0.3640750757361718,0.3289081003399502,,0.2600917930892537
D40.csv,0.02930954712833527,0.02345603818205676,,0.018995369474069042
D3610.csv,0.722241261083623,1.3201422951976842,,0.06545188229780242
D3631.csv,0.015600193812896661,0.014455947861465836,,0.01194890815065472
D169.csv,0.020739009681079956,0.019335145591723387,,0.026322902122326367
D2046.csv,0.05108465698901683,0.07322603196768625,,0.02860534335393941
D2047.csv,0.02597309564818383,0.025059303819716317,,0.028628218712821174
D50.csv,0.00016664941680713036,0.0002090366832146054,,0.00020578619885134995
D2041.csv,0.07059897034163676,0.05924879627301947,,0.05756164524122962
D37.csv,0.0874926514673339,0.040098905442942465,,0.07097324989811762
D151.csv,0.0321488100926274,0.026568425063860944,,0.02176177437763208
D7.csv,0.34988748645922507,0.23522368473045646,,0.33483362460182153
D160.csv,0.02137853203197055,0.03255476968702064,,0.03360456735491217
D2071.csv,0.02118464030363527,0.015927755239752216,,0.020474015628246182
D2054.csv,0.026173603874982205,0.02947795796185087,,0.027260414694242237
D148.csv,0.043367458747117164,0.03160936820131589,,0.0318700323761418
D164.csv,0.09418983209121448,0.08431376024997606,,0.11475585571076632
D49.csv,0.10730118206354451,0.10831241697888325,,0.11213377595571372
D1633.csv,0.025325276747577945,0.020299686103430498,,0.01907686685130669
D3617.csv,0.04072089654579093,0.0197918427261677,,0.02050265717515369
D27.csv,0.08570170371523717,0.10260688332586458,,0.053307943123420784
D2040.csv,0.02766990713521611,0.023670415636771074,,0.016693919112657826
D2077.csv,0.4870124876154337,0.4902549782857957,,0.5033788593494727
D2049.csv,0.019873759119907426,0.020326291486115075,,0.03454705347138029
D155.csv,0.018260384200952964,0.017620347544403475,,0.017772815998179536
D3627.csv,0.02142808106578781,0.03584660755059044,,0.02446022058681376
D47.csv,0.013962986238937158,0.018343300500864877,,0.012832333504519578
D2083.csv,0.1711679337561986,0.1301731291247052,,0.09589675658542458
D3638.csv,0.04549307282964364,0.04135110066246163,,0.032282715122787534
D131.csv,0.024946925432223425,0.019367195273361826,,0.03518514038753827
D163.csv,0.023803379229977134,0.023729348008374472,,0.032722895086969545
D3600.csv,0.026851062642540603,0.060390115091791666,,0.023600702602457745
D2059.csv,0.03824073450040488,0.038016800613830885,,0.02846540246384123
D1623.csv,0.042202698543469516,0.035359815322559086,,0.039177853694698894
D1642.csv,0.08154829773964048,0.05437404861568958,,0.05272833312466394
D142.csv,0.019103546008683515,0.019907446207253134,,0.0188187818124501
D165.csv,0.08787387927986834,0.08443053056818306,,0.08649922161842974
D2081.csv,0.028104180469746203,0.012447010522257504,,0.01537354768900508
D167.csv,0.5846385154557426,0.6004256684675346,,0.5965219062371251
D2037.csv,0.0316550591109674,0.030031174891635915,,0.04467740574216568
D9.csv,0.01171562486972642,0.011083526484926123,,0.014817994540671972
D1629.csv,0.032025800642654895,0.03426538642484805,,0.026953156664250907
D1622.csv,0.058082471444679686,0.02784595410436256,,0.04766305049359602
D2068.csv,0.024564186783020935,0.025800395420616466,,0.023894176211159794
D3624.csv,0.02863056279077239,0.026786827263472854,,0.04097619187530449
D15.csv,0.055622905294360384,0.04169647055596423,,0.04643461091956581
D2056.csv,0.09353176564402942,0.12077039942529069,,0.030451057380615217
D1631.csv,0.018555135028596206,0.01854430074844711,,0.017945966434458744
D133.csv,0.08314040406604825,0.08314714482284143,,0.40469456608794
D3604.csv,0.09811419281751059,0.08331605540091197,,0.09642778518946193
D2064.csv,0.08625259412357471,0.04124328127895394,,0.05823824768235906
D2045.csv,0.029657143744249846,0.026053676121339124,,0.0211359453050007
D3606.csv,0.018122937667318078,0.01679501665828595,,0.017799805132841
