fname,xgb,rf,lr,xgb_rf_lr
D1637.csv,53518.5384592759,227300.67299964427,130942.41967671562,124498.78837796324
D3623.csv,559.9926402215605,655.4652737696134,541.4228029188536,574.9067800528481
D2052.csv,55996.9049977541,89393.52810026659,558914.346718463,90687.39101863716
D3618.csv,1328.955991230905,1211.496794035011,1129.6199440447326,1118.0729018183195
D136.csv,743581.3369817436,727193.8374127045,1477306.1601809247,746836.8011938505
D41.csv,5329909.031002745,5334881.400769866,444240.549076277,5363883.59462927
D1643.csv,29284.536827434164,34523.777493815134,9920.648425781881,34785.15787840177
D2050.csv,10869.70305880918,13495.892974778804,2370.301314496272,2883.7669665160356
D2065.csv,20962.112977179346,10613.468153142421,4253.148197660564,20918.48075716718
D32.csv,14275.3791814295,12557.253313977002,19481.809721029935,12470.41175177659
D46.csv,158698.36311159134,178802.0134305054,208030.26739320683,255363.31437496882
D162.csv,1827.511337563254,1761.44952315831,1120.4311883888256,2878.19364566219
D31.csv,14275.3791814295,12557.253313977002,19481.809721029935,13131.921236291528
D2061.csv,6754.543335448354,8113.7593385725495,2417.7978406204693,9388.931328305061
D176.csv,204977.19570288682,108988.79828867286,27967.84830277902,149525.00120257097
D168.csv,525.4842892317042,384.24346628827584,395.9996586169788,387.7396270930804
D3613.csv,354520.2104877683,447826.7798565489,103832.20876391196,564506.2154456867
D2079.csv,33412.959068415315,6364.988415103679,14887.068873499627,8202.21179566214
D2085.csv,7319694.736842105,7319694.736842105,7319694.736842105,7319694.736842105
D2076.csv,18021441.70287332,32989128.651764095,250871.76310098046,26654263.47689627
D3640.csv,35243.5993205634,24529.126096912627,37839.772215273915,32552.982500485017
D154.csv,75628.09588709942,97569.62549805603,133268.85546813035,102797.01995641862
D3596.csv,4979.703608703443,2353.7391137892373,1718.7490701508043,2361.9422534993837
D3620.csv,352.05683246130076,74254.6700573909,13161.16077729176,615.878493188886
D30.csv,6348.033183236342,1390.8401587895746,1379.2517910809515,1988.3582830406092
D3616.csv,3572.2226846675403,3295.4896346321793,1335.3890896191162,2852.0483603891057
D1644.csv,276381.61758442223,167528.29443378106,269499.5597908424,107697.75771048249
D1654.csv,125586.27055446307,168957.42513665266,336422.9904758612,140267.49395617694
D1645.csv,14864.576842397593,14815.663393099041,1608.6658666333658,13780.03986554451
D174.csv,246.63618944831376,207.65126618750992,195.85026202256427,145.21391773242598
D5.csv,39846.976372995414,47668.85725099319,54075.22093845229,135199.26846301783
D3644.csv,31937.558550540358,138094.93245639218,56643.396433260496,96844.3357833354
D156.csv,208996.30567284147,55320.764765857835,47322.53253423735,48349.53331752682
D132.csv,15942352.952944811,12660147.507506069,1836062.3199534772,7814281.9568886245
D40.csv,22307.653795240505,12205.944798994116,5448.0491481956915,7817.369669030286
D3610.csv,18975267.467819307,41339796.077399984,7663578.093960425,105483.70790349809
D3631.csv,584.5332290883437,466.4446976674575,346.1813523231066,352.2368622862538
